line,customers,load,cost
116867,1.0,2.74003,0.0
116868,3.0,3.1800360000000003,0.0
116869,1.0,2.74003,0.0
116870,0.0,0.0,0.0
116871,4.0,11.310116,0.0
116872,1.0,1.66002,0.0
116873,4.0,5.920066,0.0
116874,0.0,0.0,0.0
116875,2.0,5.48006,0.0
116876,6.0,16.440179999999998,0.0
116877,1.0,2.74003,0.0
116878,1.0,0.760008,0.0
116879,,,
116880,1.0,2.74003,0.0
116881,1.0,0.760008,0.0
116882,1.0,1.66002,0.0
116883,6.0,8.340094,0.0
116884,,,
116885,2.0,3.5000379999999995,0.0
116886,1.0,2.74003,0.0
116887,,,
116888,1.0,0.760008,0.0
116889,1.0,2.74003,0.0
116890,1.0,2.74003,0.0
116891,,,
116892,6.0,7.2000790000000015,0.0
116893,3.0,4.260046,0.0
116894,0.0,0.0,0.0
116895,1.0,2.74003,0.0
116896,2.0,2.4200280000000003,0.0
116897,3.0,7.14008,0.0
116898,1.0,28.5803,0.0
116899,1.0,1.66002,0.0
116900,,,
116901,1.0,1.66002,0.0
116902,5.0,10.46012,0.0
116903,1.0,0.760008,0.0
116904,,,
116905,1.0,0.760008,0.0
116906,1.0,1.66002,0.0
116907,1.0,1.66002,0.0
116908,,,
116909,1.0,2.74003,0.0
116910,,,
116911,1.0,0.760008,0.0
116912,1.0,2.74003,0.0
116913,1.0,1.66002,0.0
116914,2.0,5.48006,0.0
116915,1.0,2.74003,0.0
116916,,,
116917,4.0,5.020054,0.0
116918,0.0,0.0,0.0
116919,0.0,0.0,0.0
116920,2.0,5.48006,0.0
116921,2.0,5.48006,0.0
116922,1.0,2.74003,0.0
116923,1.0,0.760008,0.0
116924,1.0,0.760008,0.0
116925,,,
116926,1.0,0.760008,0.0
116927,1.0,2.74003,0.0
116928,1.0,2.97003,0.0
116929,,,
116930,0.0,0.0,0.0
116931,1.0,2.74003,0.0
116932,2.0,5.48006,0.0
116933,1.0,2.74003,0.0
116934,7.0,14.140156,0.0
116935,1.0,1.66002,0.0
116936,2.0,5.48006,0.0
116937,3.0,3.1800360000000003,0.0
116938,1.0,2.74003,0.0
116939,1.0,0.760008,0.0
116940,1.0,0.760008,0.0
116941,3.0,4.260046,0.0
116942,0.0,0.0,0.0
116943,1.0,1.66002,0.0
116944,4.0,9.88011,0.0
116945,,,
116946,1.0,1.66002,0.0
116947,1.0,0.760008,0.0
116948,1.0,0.760008,0.0
116949,2.0,1.520016,0.0
116950,,,
116951,1.0,2.74003,0.0
116952,2.0,1.520016,0.0
116953,1.0,2.74003,0.0
116954,0.0,0.0,0.0
116955,1.0,1.66002,0.0
116956,0.0,0.0,0.0
116957,1.0,1.66002,0.0
116958,1.0,2.74003,0.0
116959,0.0,0.0,0.0
116960,2.0,4.40005,0.0
116961,0.0,0.0,0.0
116962,8.0,19.210204,0.0
116963,4.0,3.940044,0.0
116964,2.0,3.5000379999999995,0.0
116965,1.0,2.74003,0.0
116966,8.0,12.920141999999998,0.0
116967,1.0,0.760008,0.0
116968,,,
116969,,,
116970,1.0,2.74003,0.0
116971,1.0,2.74003,0.0
116972,1.0,0.760008,0.0
116973,0.0,0.0,0.0
116974,4.0,9.88011,0.0
116975,1.0,2.74003,0.0
116976,,,
116977,1.0,16.3202,0.0
116978,1.0,2.74003,0.0
116979,,,
116980,1.0,1.66002,0.0
116981,6.0,14.28016,0.0
116982,1.0,2.89003,0.0
116983,1.0,1.66002,0.0
116984,,,
116985,1.0,1.66002,0.0
116986,1.0,2.74003,0.0
116987,1.0,0.760008,0.0
116988,1.0,8.13008,0.0
116989,0.0,0.0,0.0
116990,1.0,0.760008,0.0
116991,,,
116992,1.0,0.760008,0.0
116993,0.0,0.0,0.0
116994,1.0,1.66002,0.0
116995,1.0,0.760008,0.0
116996,,,
116997,0.0,0.0,0.0
116998,1.0,2.74003,0.0
116999,9.0,16.200187999999994,0.0
117000,1.0,0.760008,0.0
117001,2.0,4.40005,0.0
117002,1.0,0.760008,0.0
117003,1.0,152.342,0.0
117004,1.0,2.74003,0.0
117005,1.0,1.66002,0.0
117006,,,
117007,1.0,2.74003,0.0
117008,0.0,0.0,0.0
117009,3.0,4.0800480000000015,0.0
117010,1.0,2.74003,0.0
117011,1.0,2.74003,0.0
117012,3.0,1.610016,0.0
117013,1.0,1.66002,0.0
117014,,,
117015,6.0,13.20015,0.0
117016,1.0,2.74003,0.0
117017,31.0,43.17047,0.0
117018,1.0,16.1102,0.0
117019,,,
117020,1.0,3.97004,0.0
117021,10.0,15.470173999999998,0.0
117022,,,
117023,1.0,8.13008,0.0
117024,1.0,28.5803,0.0
117025,,,
117026,1.0,2.46002,0.0
117027,0.0,0.0,0.0
117028,1.0,0.760008,0.0
117029,1.0,0.760008,0.0
117030,9.0,12.220136,0.0
117031,,,
117032,2.0,2.160025,0.0
117033,,,
117034,1.0,2.74003,0.0
117035,1.0,0.760008,0.0
117036,5.0,7.3500830000000015,0.0
117037,4.0,7.000075999999999,0.0
117038,2.0,4.40005,0.0
117039,1.0,2.74003,0.0
117040,1.0,0.760008,0.0
117041,5.0,13.70015,0.0
117042,0.0,0.0,0.0
117043,0.0,0.0,0.0
117044,,,
117045,0.0,0.0,0.0
117046,1.0,2.74003,0.0
117047,1.0,0.760008,0.0
117048,0.0,0.0,0.0
117049,3.0,4.0800480000000015,0.0
117050,,,
117051,0.0,0.0,0.0
117052,1.0,0.760008,0.0
117053,1.0,2.74003,0.0
117054,2.0,4.40005,0.0
117055,0.0,0.0,0.0
117056,1.0,1.66002,0.0
117057,1.0,2.74003,0.0
117058,3.0,8.220089999999999,0.0
117059,1.0,0.760008,0.0
117060,2.0,5.48006,0.0
117061,6.0,6.180066,0.0
117062,1.0,2.74003,0.0
117063,1.0,1.66002,0.0
117064,1.0,1.66002,0.0
117065,,,
117066,0.0,0.0,0.0
117067,0.0,0.0,0.0
117068,0.0,0.0,0.0
117069,6.0,9.060108,0.0
117070,1.0,1.66002,0.0
117071,1.0,0.760008,0.0
117072,1.0,8.13008,0.0
117073,,,
117074,0.0,0.0,0.0
117075,0.0,0.0,0.0
117076,3.0,7.14008,0.0
117077,,,
117078,2.0,2.130025,0.0
117079,,,
117080,,,
117081,1.0,2.74003,0.0
117082,1.0,2.74003,0.0
117083,0.0,0.0,0.0
117084,5.0,13.70015,0.0
117085,7.0,11.600132,0.0
117086,,,
117087,1.0,1.66002,0.0
117088,11.0,13.600154000000002,0.0
117089,3.0,8.11008,0.0
117090,2.0,9.7901,0.0
117091,2.0,1.520016,0.0
117092,1.0,1.66002,0.0
117093,0.0,0.0,0.0
117094,2.0,5.48006,0.0
117095,0.0,0.0,0.0
117096,1.0,2.74003,0.0
117097,3.0,5.160058,0.0
117098,,,
117099,1.0,2.74003,0.0
117100,1.0,2.74003,0.0
117101,1.0,2.74003,0.0
117102,6.0,9.420103999999998,0.0
117103,1.0,16.1102,0.0
117104,1.0,1.66002,0.0
117105,4.0,2.650028,0.0
117106,0.0,0.0,0.0
117107,,,
117108,1.0,2.74003,0.0
117109,1.0,119.561,0.0
117110,5.0,7.400088,0.0
117111,1.0,8.13008,0.0
117112,,,
117113,1.0,1.66002,0.0
117114,0.0,0.0,0.0
117115,4.0,7.000075999999999,0.0
117116,2.0,3.32004,0.0
117117,1.0,27.6503,0.0
117118,1.0,1.66002,0.0
117119,1.0,2.74003,0.0
117120,1.0,128.431,0.0
117121,1.0,0.760008,0.0
117122,3.0,5.940065,0.0
117123,6.0,15.360170000000002,0.0
117124,1.0,0.360004,0.0
117125,6.0,16.440179999999998,0.0
117126,1.0,2.74003,0.0
117127,1.0,47.8005,0.0
117128,0.0,0.0,0.0
117129,1.0,2.74003,0.0
117130,1.0,0.760008,0.0
117131,2.0,2.4200280000000003,0.0
117132,7.0,8.020092,0.0
117133,0.0,0.0,0.0
117134,0.0,0.0,0.0
117135,1.0,2.74003,0.0
117136,,,
117137,16.0,15.540169999999994,0.0
117138,1.0,2.74003,0.0
117139,0.0,0.0,0.0
117140,1.0,0.760008,0.0
117141,1.0,2.74003,0.0
117142,1.0,2.74003,0.0
117143,1.0,2.74003,0.0
117144,1.0,8.35008,0.0
117145,0.0,0.0,0.0
117146,1.0,2.74003,0.0
117147,,,
117148,1.0,0.760008,0.0
117149,1.0,0.760008,0.0
117150,,,
117151,1.0,0.760008,0.0
117152,1.0,2.74003,0.0
117153,1.0,1.66002,0.0
117154,,,
117155,2.0,4.40005,0.0
117156,,,
117157,1.0,0.760008,0.0
117158,,,
117159,,,
117160,1.0,2.74003,0.0
117161,1.0,2.74003,0.0
117162,0.0,0.0,0.0
117163,,,
117164,0.0,0.0,0.0
117165,1.0,1.66002,0.0
117166,8.0,8.780100000000001,0.0
117167,1.0,16.1102,0.0
117168,1.0,0.760008,0.0
117169,1.0,2.74003,0.0
117170,0.0,0.0,0.0
117171,0.0,0.0,0.0
117172,0.0,0.0,0.0
117173,1.0,2.74003,0.0
117174,1.0,2.74003,0.0
117175,9.0,13.090147000000002,0.0
117176,1.0,1.66002,0.0
117177,1.0,0.760008,0.0
117178,1.0,16.5902,0.0
117179,,,
117180,1.0,0.40000399999999997,0.0
117181,0.0,0.0,0.0
117182,1.0,1.66002,0.0
117183,1.0,2.74003,0.0
117184,6.0,9.370104,0.0
117185,1.0,1.66002,0.0
117186,3.0,8.220089999999999,0.0
117187,1.0,2.74003,0.0
117188,1.0,1.66002,0.0
117189,1.0,0.760008,0.0
117190,2.0,5.48006,0.0
117191,1.0,0.760008,0.0
117192,,,
117193,0.0,0.0,0.0
117194,2.0,3.5000379999999995,0.0
117195,1.0,2.74003,0.0
117196,1.0,0.760008,0.0
117197,,,
117198,1.0,1.66002,0.0
117199,6.0,6.54007,0.0
117200,1.0,2.74003,0.0
117201,2.0,4.40005,0.0
117202,0.0,0.0,0.0
117203,0.0,0.0,0.0
117204,,,
117205,3.0,8.220089999999999,0.0
117206,,,
117207,1.0,3.04003,0.0
117208,1.0,48.5205,0.0
117209,51.0,117.60131400000007,0.0
117210,1.0,0.760008,0.0
117211,1.0,1.66002,0.0
117212,3.0,4.98006,0.0
117213,1.0,2.74003,0.0
117214,,,
117215,1.0,2.74003,0.0
117216,1.0,0.460005,0.0
117217,,,
117218,,,
117219,,,
117220,2.0,1.520016,0.0
117221,0.0,0.0,0.0
117222,2.0,4.40005,0.0
117223,1.0,2.74003,0.0
117224,,,
117225,1.0,0.760008,0.0
117226,0.0,0.0,0.0
117227,6.0,12.300138,0.0
117228,1.0,0.760008,0.0
117229,5.0,7.400088000000001,0.0
117230,0.0,0.0,0.0
117231,1.0,1.66002,0.0
117232,1.0,2.74003,0.0
117233,1.0,0.760008,0.0
117234,1.0,1.66002,0.0
117235,5.0,13.36014,0.0
117236,0.0,0.0,0.0
117237,0.0,0.0,0.0
117238,9.0,16.380186,0.0
117239,1.0,2.74003,0.0
117240,4.0,8.8001,0.0
117241,0.0,0.0,0.0
117242,,,
117243,,,
117244,1.0,2.74003,0.0
117245,,,
117246,1.0,2.74003,0.0
117247,,,
117248,1.0,0.440004,0.0
117249,1.0,0.760008,0.0
117250,,,
117251,1.0,2.74003,0.0
117252,,,
117253,0.0,0.0,0.0
117254,1.0,0.480005,0.0
117255,2.0,3.32004,0.0
117256,4.0,6.64008,0.0
117257,4.0,10.96012,0.0
117258,1.0,0.760008,0.0
117259,1.0,1.66002,0.0
117260,1.0,1.66002,0.0
117261,0.0,0.0,0.0
117262,,,
117263,1.0,2.74003,0.0
117264,1.0,1.66002,0.0
117265,2.0,4.40005,0.0
117266,1.0,2.74003,0.0
117267,1.0,2.74003,0.0
117268,1.0,2.74003,0.0
117269,1.0,1.66002,0.0
117270,0.0,0.0,0.0
117271,,,
117272,1.0,2.74003,0.0
117273,,,
117274,,,
117275,5.0,9.560108,0.0
117276,,,
117277,,,
117278,,,
117279,0.0,0.0,0.0
117280,1.0,2.74003,0.0
117281,1.0,1.66002,0.0
117282,1.0,0.760008,0.0
117283,9.0,7.740083999999999,0.0
117284,3.0,8.220089999999999,0.0
117285,3.0,8.220089999999999,0.0
117286,2.0,2.0800240000000003,0.0
117287,1.0,2.74003,0.0
117288,1.0,1.66002,0.0
117289,1.0,0.760008,0.0
117290,1.0,1.66002,0.0
117291,1.0,0.760008,0.0
117292,5.0,8.480098,0.0
117293,9.0,20.700226,0.0
117294,1.0,2.74003,0.0
117295,1.0,8.13008,0.0
117296,,,
117297,3.0,19.6402,0.0
117298,1.0,1.66002,0.0
117299,,,
117300,,,
117301,,,
117302,1.0,1.66002,0.0
117303,1.0,2.74003,0.0
117304,2.0,2.4200280000000003,0.0
117305,0.0,0.0,0.0
117306,,,
117307,,,
117308,1.0,8.13008,0.0
117309,0.0,0.0,0.0
117310,1.0,22.7202,0.0
117311,1.0,152.342,0.0
117312,0.0,0.0,0.0
117313,1.0,0.480005,0.0
117314,1.0,1.66002,0.0
117315,1.0,2.74003,0.0
117316,3.0,2.280024,0.0
117317,1.0,2.74003,0.0
117318,,,
117319,1.0,0.760008,0.0
117320,1.0,0.760008,0.0
117321,1.0,0.760008,0.0
117322,,,
117323,1.0,2.74003,0.0
117324,,,
117325,1.0,2.74003,0.0
117326,1.0,2.74003,0.0
117327,4.0,10.96012,0.0
117328,1.0,17.6702,0.0
117329,0.0,0.0,0.0
117330,1.0,1.66002,0.0
117331,1.0,1.66002,0.0
117332,,,
117333,1.0,0.760008,0.0
117334,2.0,1.520016,0.0
117335,1.0,0.760008,0.0
117336,1.0,2.74003,0.0
117337,7.0,11.900131000000002,0.0
117338,1.0,28.5803,0.0
117339,2.0,5.48006,0.0
117340,1.0,2.74003,0.0
117341,1.0,2.74003,0.0
117342,1.0,0.5300050000000001,0.0
117343,1.0,2.74003,0.0
117344,1.0,2.74003,0.0
117345,5.0,7.580086,0.0
117346,1.0,1.66002,0.0
117347,2.0,3.5000379999999995,0.0
117348,0.0,0.0,0.0
117349,1.0,0.760008,0.0
117350,,,
117351,,,
117352,,,
117353,1.0,2.74003,0.0
117354,,,
117355,1.0,2.74003,0.0
117356,1.0,17.3602,0.0
117357,2.0,4.40005,0.0
117358,1.0,2.74003,0.0
117359,1.0,2.74003,0.0
117360,1.0,1.66002,0.0
117361,,,
117362,8.0,4.86005,0.0
117363,2.0,18.350179999999998,0.0
117364,1.0,1.66002,0.0
117365,0.0,0.0,0.0
117366,1.0,1.66002,0.0
117367,1.0,1.66002,0.0
117368,2.0,5.48006,0.0
117369,0.0,0.0,0.0
117370,1.0,4.76005,0.0
117371,,,
117372,1.0,0.760008,0.0
117373,1.0,0.760008,0.0
117374,1.0,3.86004,0.0
117375,3.0,8.220089999999999,0.0
117376,1.0,2.74003,0.0
117377,1.0,2.74003,0.0
117378,2.0,5.48006,0.0
117379,1.0,0.760008,0.0
117380,1.0,2.74003,0.0
117381,0.0,0.0,0.0
117382,1.0,18.5502,0.0
117383,1.0,2.74003,0.0
117384,2.0,5.48006,0.0
117385,,,
117386,,,
117387,3.0,8.220089999999999,0.0
117388,4.0,10.96012,0.0
117389,3.0,7.14008,0.0
117390,1.0,0.760008,0.0
117391,1.0,1.66002,0.0
117392,2.0,5.48006,0.0
117393,0.0,0.0,0.0
117394,2.0,57.1606,0.0
117395,1.0,2.74003,0.0
117396,1.0,19.3602,0.0
117397,3.0,3.1800360000000003,0.0
117398,1.0,8.13008,0.0
117399,1.0,0.460005,0.0
117400,,,
117401,6.0,6.3600720000000015,0.0
117402,0.0,0.0,0.0
117403,2.0,4.40005,0.0
117404,5.0,9.38011,0.0
117405,3.0,3.1800360000000003,0.0
117406,5.0,12.62014,0.0
117407,0.0,0.0,0.0
117408,1.0,2.74003,0.0
117409,1.0,2.74003,0.0
117410,1.0,1.66002,0.0
117411,0.0,0.0,0.0
117412,,,
117413,1.0,0.760008,0.0
117414,5.0,8.660096000000001,0.0
117415,,,
117416,1.0,0.760008,0.0
117417,0.0,0.0,0.0
117418,4.0,10.96012,0.0
117419,1.0,0.760008,0.0
117420,1.0,0.760008,0.0
117421,,,
117422,1.0,0.760008,0.0
117423,0.0,0.0,0.0
117424,2.0,5.48006,0.0
117425,6.0,10.320116,0.0
117426,1.0,8.13008,0.0
117427,1.0,8.32008,0.0
117428,7.0,17.200187999999994,0.0
117429,1.0,2.74003,0.0
117430,0.0,0.0,0.0
117431,2.0,115.1612,0.0
117432,1.0,2.74003,0.0
117433,,,
117434,3.0,8.220089999999999,0.0
117435,1.0,1.66002,0.0
117436,,,
117437,1.0,1.66002,0.0
117438,1.0,2.74003,0.0
117439,,,
117440,,,
117441,1.0,2.74003,0.0
117442,1.0,0.410004,0.0
117443,0.0,0.0,0.0
117444,1.0,2.74003,0.0
117445,0.0,0.0,0.0
117446,1.0,0.760008,0.0
117447,1.0,0.760008,0.0
117448,0.0,0.0,0.0
117449,3.0,8.220089999999999,0.0
117450,3.0,6.0600700000000005,0.0
117451,3.0,3.960043,0.0
117452,1.0,0.760008,0.0
117453,1.0,1.66002,0.0
117454,6.0,8.900102,0.0
117455,1.0,2.74003,0.0
117456,1.0,2.74003,0.0
117457,0.0,0.0,0.0
117458,1.0,2.74003,0.0
117459,1.0,2.74003,0.0
117460,0.0,0.0,0.0
117461,1.0,0.760008,0.0
117462,1.0,2.74003,0.0
117463,0.0,0.0,0.0
117464,1.0,2.74003,0.0
117465,1.0,0.760008,0.0
117466,1.0,0.760008,0.0
117467,1.0,0.760008,0.0
117468,1.0,2.74003,0.0
117469,1.0,2.74003,0.0
117470,,,
117471,0.0,0.0,0.0
117472,3.0,14.910149999999998,0.0
117473,1.0,1.66002,0.0
117474,4.0,5.570062,0.0
117475,1.0,1.66002,0.0
117476,,,
117477,2.0,1.160012,0.0
117478,3.0,8.220089999999999,0.0
117479,0.0,0.0,0.0
117480,1.0,0.760008,0.0
117481,0.0,0.0,0.0
117482,0.0,0.0,0.0
117483,4.0,8.8001,0.0
117484,5.0,11.720128,0.0
117485,1.0,4.40004,0.0
117486,1.0,2.74003,0.0
117487,1.0,2.74003,0.0
117488,,,
117489,1.0,2.74003,0.0
117490,1.0,2.74003,0.0
117491,1.0,1.66002,0.0
117492,1.0,83.6408,0.0
117493,0.0,0.0,0.0
117494,1.0,0.760008,0.0
117495,1.0,1.66002,0.0
117496,2.0,12.69013,0.0
117497,0.0,0.0,0.0
117498,2.0,5.48006,0.0
117499,1.0,2.74003,0.0
117500,1.0,2.74003,0.0
117501,1.0,2.74003,0.0
117502,3.0,2.280024,0.0
117503,1.0,2.74003,0.0
117504,1.0,8.13008,0.0
117505,1.0,2.76003,0.0
117506,1.0,2.74003,0.0
117507,2.0,3.5000379999999995,0.0
117508,0.0,0.0,0.0
117509,,,
117510,0.0,0.0,0.0
117511,8.0,11.840132,0.0
117512,1.0,16.1102,0.0
117513,1.0,0.760008,0.0
117514,3.0,7.14008,0.0
117515,3.0,5.160058,0.0
117516,1.0,2.74003,0.0
117517,1.0,2.74003,0.0
117518,1.0,2.74003,0.0
117519,2.0,3.120034,0.0
117520,,,
117521,0.0,0.0,0.0
117522,,,
117523,3.0,3.970043,0.0
117524,7.0,6.220068,0.0
117525,1.0,2.74003,0.0
117526,0.0,0.0,0.0
117527,8.0,14.900164000000002,0.0
117528,2.0,3.32004,0.0
117529,1.0,0.760008,0.0
117530,4.0,7.900088,0.0
117531,1.0,2.74003,0.0
117532,0.0,0.0,0.0
117533,,,
117534,1.0,2.74003,0.0
117535,1.0,1.66002,0.0
117536,1.0,28.8403,0.0
117537,1.0,0.760008,0.0
117538,1.0,1.66002,0.0
117539,1.0,1.66002,0.0
117540,1.0,0.350003,0.0
117541,1.0,28.5803,0.0
117542,1.0,1.66002,0.0
117543,1.0,0.420004,0.0
117544,1.0,2.74003,0.0
117545,1.0,2.74003,0.0
117546,,,
117547,1.0,2.74003,0.0
117548,,,
117549,1.0,2.74003,0.0
117550,1.0,2.74003,0.0
117551,5.0,11.54013,0.0
117552,1.0,0.760008,0.0
117553,,,
117554,1.0,1.7600200000000001,0.0
117555,1.0,2.74003,0.0
117556,1.0,8.13008,0.0
117557,,,
117558,2.0,4.40005,0.0
117559,0.0,0.0,0.0
117560,,,
117561,2.0,5.48006,0.0
117562,,,
117563,1.0,1.66002,0.0
117564,1.0,1.66002,0.0
117565,1.0,2.74003,0.0
117566,1.0,1.66002,0.0
117567,1.0,2.74003,0.0
117568,1.0,1.66002,0.0
117569,5.0,13.70015,0.0
117570,1.0,0.760008,0.0
117571,1.0,0.760008,0.0
117572,1.0,1.66002,0.0
117573,2.0,2.4200280000000003,0.0
117574,,,
117575,5.0,12.62014,0.0
117576,1.0,2.74003,0.0
117577,,,
117578,2.0,5.48006,0.0
117579,6.0,14.28016,0.0
117580,1.0,0.760008,0.0
117581,1.0,1.66002,0.0
117582,1.0,10.1201,0.0
117583,1.0,1.66002,0.0
117584,0.0,0.0,0.0
117585,,,
117586,,,
117587,1.0,2.74003,0.0
117588,2.0,5.48006,0.0
117589,1.0,28.5803,0.0
117590,1.0,0.760008,0.0
117591,1.0,1.66002,0.0
117592,1.0,2.74003,0.0
117593,0.0,0.0,0.0
117594,0.0,0.0,0.0
117595,1.0,2.74003,0.0
117596,8.0,7.8800880000000015,0.0
117597,,,
117598,,,
117599,1.0,8.13008,0.0
117600,7.0,10.180111999999998,0.0
117601,1.0,2.74003,0.0
117602,1.0,2.74003,0.0
117603,,,
117604,1.0,2.74003,0.0
117605,0.0,0.0,0.0
117606,0.0,0.0,0.0
117607,7.0,17.02019,0.0
117608,1.0,0.760008,0.0
117609,,,
117610,3.0,15.11016,0.0
117611,0.0,0.0,0.0
117612,1.0,3.97004,0.0
117613,1.0,2.74003,0.0
117614,2.0,158.2414,0.0
117615,2.0,2.4200280000000003,0.0
117616,1.0,0.760008,0.0
117617,1.0,2.74003,0.0
117618,1.0,2.74003,0.0
117619,1.0,2.74003,0.0
117620,1.0,2.74003,0.0
117621,1.0,2.74003,0.0
117622,1.0,5.19005,0.0
117623,,,
117624,4.0,5.740068000000001,0.0
117625,0.0,0.0,0.0
117626,0.0,0.0,0.0
117627,1.0,0.430004,0.0
117628,2.0,2.4200280000000003,0.0
117629,1.0,2.74003,0.0
117630,2.0,4.40005,0.0
117631,6.0,15.360170000000002,0.0
117632,1.0,1.66002,0.0
117633,1.0,0.760008,0.0
117634,1.0,10.8101,0.0
117635,1.0,2.74003,0.0
117636,2.0,4.40005,0.0
117637,1.0,2.74003,0.0
117638,0.0,0.0,0.0
117639,,,
117640,1.0,2.74003,0.0
117641,1.0,0.760008,0.0
117642,1.0,8.13008,0.0
117643,1.0,2.74003,0.0
117644,,,
117645,,,
117646,1.0,2.74003,0.0
117647,3.0,4.260046,0.0
117648,0.0,0.0,0.0
117649,1.0,2.74003,0.0
117650,0.0,0.0,0.0
117651,1.0,2.74003,0.0
117652,,,
117653,1.0,0.760008,0.0
117654,,,
117655,1.0,0.760008,0.0
117656,1.0,0.410004,0.0
117657,1.0,0.760008,0.0
117658,8.0,1615.01255,0.0
117659,1.0,0.760008,0.0
117660,2.0,1.520016,0.0
117661,1.0,0.760008,0.0
117662,1.0,2.74003,0.0
117663,1.0,2.74003,0.0
117664,0.0,0.0,0.0
117665,1.0,2.74003,0.0
117666,,,
117667,,,
117668,2.0,107.9511,0.0
117669,,,
117670,1.0,2.74003,0.0
117671,3.0,2.280024,0.0
117672,,,
117673,1.0,0.760008,0.0
117674,1.0,2.74003,0.0
117675,3.0,6.0600700000000005,0.0
117676,3.0,12.53013,0.0
117677,1.0,2.74003,0.0
117678,1.0,0.760008,0.0
117679,1.0,0.760008,0.0
117680,1.0,1.66002,0.0
117681,5.0,8.200091,0.0
117682,1.0,2.74003,0.0
117683,4.0,7.000075999999999,0.0
117684,,,
117685,1.0,2.74003,0.0
117686,1.0,2.74003,0.0
117687,1.0,8.13008,0.0
117688,15.0,20.940234,0.0
117689,,,
117690,0.0,0.0,0.0
117691,1.0,0.760008,0.0
117692,1.0,2.74003,0.0
117693,1.0,20.0002,0.0
117694,1.0,1.66002,0.0
117695,1.0,0.760008,0.0
117696,8.0,10.530119000000001,0.0
117697,,,
117698,1.0,2.74003,0.0
117699,1.0,0.760008,0.0
117700,,,
117701,,,
117702,5.0,5.6000640000000015,0.0
117703,1.0,1.66002,0.0
117704,1.0,2.74003,0.0
117705,0.0,0.0,0.0
117706,2.0,5.48006,0.0
117707,1.0,1.66002,0.0
117708,0.0,0.0,0.0
117709,5.0,4.7000519999999995,0.0
117710,1.0,2.74003,0.0
117711,5.0,12.62014,0.0
117712,1.0,2.74003,0.0
117713,1.0,2.74003,0.0
117714,0.0,0.0,0.0
117715,1.0,0.760008,0.0
117716,1.0,0.760008,0.0
117717,2.0,18.32018,0.0
117718,1.0,1.66002,0.0
117719,0.0,0.0,0.0
117720,1.0,2.74003,0.0
117721,,,
117722,1.0,0.760008,0.0
117723,,,
117724,1.0,2.74003,0.0
117725,,,
117726,0.0,0.0,0.0
117727,1.0,2.74003,0.0
117728,1.0,1.66002,0.0
117729,3.0,8.220089999999999,0.0
117730,0.0,0.0,0.0
117731,1.0,1.66002,0.0
117732,1.0,2.74003,0.0
117733,1.0,2.74003,0.0
117734,1.0,1.66002,0.0
117735,1.0,0.760008,0.0
117736,1.0,2.74003,0.0
117737,1.0,2.74003,0.0
117738,,,
117739,1.0,2.74003,0.0
117740,2.0,5.48006,0.0
117741,4.0,5.920066,0.0
117742,1.0,2.74003,0.0
117743,9.0,9.720105999999998,0.0
117744,1.0,0.760008,0.0
117745,1.0,1.66002,0.0
117746,1.0,2.74003,0.0
117747,,,
117748,1.0,2.74003,0.0
117749,0.0,0.0,0.0
117750,,,
117751,1.0,0.760008,0.0
117752,,,
117753,2.0,3.5000379999999995,0.0
117754,1.0,2.74003,0.0
117755,,,
117756,,,
117757,1.0,3.01003,0.0
117758,1.0,2.74003,0.0
117759,0.0,0.0,0.0
117760,1.0,2.74003,0.0
117761,2.0,3.32004,0.0
117762,,,
117763,1.0,1.66002,0.0
117764,11.0,11.460126,0.0
117765,1.0,2.74003,0.0
117766,2.0,5.48006,0.0
117767,1.0,2.74003,0.0
117768,1.0,2.74003,0.0
117769,2.0,5.48006,0.0
117770,0.0,0.0,0.0
117771,1.0,0.760008,0.0
117772,1.0,10.8101,0.0
117773,1.0,0.760008,0.0
117774,1.0,2.74003,0.0
117775,1.0,16.1102,0.0
117776,0.0,0.0,0.0
117777,1.0,2.74003,0.0
117778,1.0,2.74003,0.0
117779,1.0,2.74003,0.0
117780,0.0,0.0,0.0
117781,1.0,1.66002,0.0
117782,3.0,8.220089999999999,0.0
117783,0.0,0.0,0.0
117784,0.0,0.0,0.0
117785,1.0,8.13008,0.0
117786,1.0,2.74003,0.0
117787,1.0,1.66002,0.0
117788,,,
117789,1.0,0.760008,0.0
117790,1.0,2.74003,0.0
117791,,,
117792,1.0,0.760008,0.0
117793,5.0,4.7000519999999995,0.0
117794,1.0,2.74003,0.0
117795,1.0,2.74003,0.0
117796,1.0,1.66002,0.0
117797,1.0,2.74003,0.0
117798,1.0,2.74003,0.0
117799,1.0,2.74003,0.0
117800,1.0,0.760008,0.0
117801,6.0,11.04013,0.0
117802,1.0,1.66002,0.0
117803,2.0,5.48006,0.0
117804,1.0,2.74003,0.0
117805,,,
117806,1.0,0.760008,0.0
117807,3.0,6.240068,0.0
117808,1.0,2.74003,0.0
117809,0.0,0.0,0.0
117810,1.0,0.760008,0.0
117811,1.0,0.370004,0.0
117812,1.0,2.74003,0.0
117813,1.0,0.760008,0.0
117814,1.0,2.74003,0.0
117815,1.0,2.74003,0.0
117816,,,
117817,0.0,0.0,0.0
117818,0.0,0.0,0.0
117819,1.0,2.74003,0.0
117820,8.0,6.080064,0.0
117821,4.0,8.660093999999999,0.0
117822,3.0,8.220089999999999,0.0
117823,1.0,1.66002,0.0
