line,customers,load,cost
25715,1.0,1.66002,0.0
25716,1.0,0.760008,0.0
25717,1.0,1.66002,0.0
25718,2.0,44.6905,0.0
25719,,,
25720,1.0,119.561,0.0
25721,,,
25722,1.0,0.760008,0.0
25723,1.0,2.74003,0.0
25724,0.0,0.0,0.0
25725,,,
25726,1.0,0.760008,0.0
25727,1.0,2.74003,0.0
25728,16.0,13.600143999999998,0.0
25729,0.0,0.0,0.0
25730,,,
25731,1.0,2.74003,0.0
25732,,,
25733,1.0,2.74003,0.0
25734,1.0,0.760008,0.0
25735,,,
25736,,,
25737,2.0,3.5000379999999995,0.0
25738,1.0,0.760008,0.0
25739,1.0,2.74003,0.0
25740,1.0,2.74003,0.0
25741,1.0,1.66002,0.0
25742,,,
25743,1.0,0.760008,0.0
25744,1.0,2.74003,0.0
25745,0.0,0.0,0.0
25746,1.0,2.74003,0.0
25747,4.0,5.920066,0.0
25748,1.0,1.66002,0.0
25749,,,
25750,,,
25751,,,
25752,1.0,0.760008,0.0
25753,,,
25754,,,
25755,1.0,2.74003,0.0
25756,,,
25757,5.0,13.70015,0.0
25758,,,
25759,1.0,1.66002,0.0
25760,,,
25761,1.0,0.760008,0.0
25762,0.0,0.0,0.0
25763,5.0,8.3001,0.0
25764,0.0,0.0,0.0
25765,,,
25766,1.0,1.66002,0.0
25767,2.0,3.5000379999999995,0.0
25768,1.0,1.66002,0.0
25769,5.0,13.70015,0.0
25770,0.0,0.0,0.0
25771,1.0,1.66002,0.0
25772,1.0,0.760008,0.0
25773,,,
25774,1.0,0.760008,0.0
25775,1.0,1.66002,0.0
25776,2.0,3.5000379999999995,0.0
25777,1.0,1.66002,0.0
25778,,,
25779,1.0,0.760008,0.0
25780,,,
25781,1.0,2.74003,0.0
25782,0.0,0.0,0.0
25783,0.0,0.0,0.0
25784,1.0,1.66002,0.0
25785,1.0,2.74003,0.0
25786,1.0,8.13008,0.0
25787,4.0,6.8200780000000005,0.0
25788,,,
25789,1.0,2.74003,0.0
25790,0.0,0.0,0.0
25791,23.0,45.380512,0.0
25792,2.0,3.5000379999999995,0.0
25793,,,
25794,,,
25795,0.0,0.0,0.0
25796,,,
25797,1.0,0.760008,0.0
25798,1.0,1.66002,0.0
25799,0.0,0.0,0.0
25800,9.0,15.660172,0.0
25801,1.0,0.760008,0.0
25802,,,
25803,1.0,0.760008,0.0
25804,2.0,4.40005,0.0
25805,,,
25806,1.0,0.760008,0.0
25807,0.0,0.0,0.0
25808,9.0,11.700128,0.0
25809,1.0,8.13008,0.0
25810,2.0,15.48015,0.0
25811,1.0,2.74003,0.0
25812,3.0,8.220089999999999,0.0
25813,,,
25814,1.0,1.66002,0.0
25815,1.0,2.74003,0.0
25816,0.0,0.0,0.0
25817,,,
25818,,,
25819,1.0,1.66002,0.0
25820,,,
25821,0.0,0.0,0.0
25822,1.0,0.760008,0.0
25823,1.0,0.760008,0.0
25824,1.0,28.5803,0.0
25825,1.0,0.760008,0.0
25826,,,
25827,1.0,0.460005,0.0
25828,5.0,9.38011,0.0
25829,1.0,31.0003,0.0
25830,8.0,14.360170000000002,0.0
25831,,,
25832,,,
25833,1.0,2.74003,0.0
25834,0.0,0.0,0.0
25835,1.0,0.760008,0.0
25836,6.0,13.20015,0.0
25837,3.0,4.320045,0.0
25838,1.0,12.1201,0.0
25839,,,
25840,1.0,0.760008,0.0
25841,1.0,2.74003,0.0
25842,,,
25843,1.0,2.74003,0.0
25844,1.0,2.74003,0.0
25845,5.0,6.680074,0.0
25846,1.0,1.66002,0.0
25847,,,
25848,1.0,1.66002,0.0
25849,2.0,5.48006,0.0
25850,2.0,2.4200280000000003,0.0
25851,2.0,5.48006,0.0
25852,,,
25853,1.0,0.760008,0.0
25854,0.0,0.0,0.0
25855,4.0,5.020054,0.0
25856,1.0,1.66002,0.0
25857,1.0,2.74003,0.0
25858,3.0,8.220089999999999,0.0
25859,1.0,1.66002,0.0
25860,1.0,2.74003,0.0
25861,1.0,2.74003,0.0
25862,2.0,2.1100250000000003,0.0
25863,1.0,0.760008,0.0
25864,1.0,14.4801,0.0
25865,1.0,2.74003,0.0
25866,1.0,2.74003,0.0
25867,1.0,2.74003,0.0
25868,0.0,0.0,0.0
25869,4.0,8.980098,0.0
25870,2.0,5.48006,0.0
25871,0.0,0.0,0.0
25872,1.0,0.890009,0.0
25873,3.0,4.98006,0.0
25874,7.0,10.660119,0.0
25875,1.0,1.66002,0.0
25876,,,
25877,1.0,0.760008,0.0
25878,1.0,1.66002,0.0
25879,5.0,6.680074,0.0
25880,3.0,5.160058,0.0
25881,1.0,2.74003,0.0
25882,,,
25883,5.0,5.780062,0.0
25884,,,
25885,5.0,4.700052,0.0
25886,,,
25887,1.0,1.66002,0.0
25888,1.0,0.760008,0.0
25889,6.0,14.460157999999998,0.0
25890,1.0,1.66002,0.0
25891,1.0,1.66002,0.0
25892,1.0,28.5803,0.0
25893,1.0,0.760008,0.0
25894,,,
25895,,,
25896,0.0,0.0,0.0
25897,1.0,0.760008,0.0
25898,1.0,0.480005,0.0
25899,0.0,0.0,0.0
25900,0.0,0.0,0.0
25901,4.0,24.36024,0.0
25902,1.0,2.74003,0.0
25903,1.0,1.66002,0.0
25904,4.0,2.720028,0.0
25905,4.0,7.900088,0.0
25906,1.0,0.440004,0.0
25907,1.0,1.66002,0.0
25908,1.0,28.5803,0.0
25909,6.0,12.12014,0.0
25910,1.0,1.66002,0.0
25911,1.0,2.74003,0.0
25912,,,
25913,1.0,2.74003,0.0
25914,,,
25915,2.0,3.5000379999999995,0.0
25916,1.0,2.74003,0.0
25917,0.0,0.0,0.0
25918,0.0,0.0,0.0
25919,1.0,1.66002,0.0
25920,0.0,0.0,0.0
25921,2.0,5.48006,0.0
25922,1.0,2.74003,0.0
25923,1.0,2.74003,0.0
25924,0.0,0.0,0.0
25925,1.0,0.760008,0.0
25926,0.0,0.0,0.0
25927,3.0,7.14008,0.0
25928,,,
25929,1.0,0.760008,0.0
25930,0.0,0.0,0.0
25931,,,
25932,,,
25933,0.0,0.0,0.0
25934,1.0,0.760008,0.0
25935,4.0,5.920066,0.0
25936,,,
25937,3.0,7.14008,0.0
25938,3.0,4.0800480000000015,0.0
25939,0.0,0.0,0.0
25940,1.0,2.74003,0.0
25941,1.0,2.74003,0.0
25942,1.0,15.5202,0.0
25943,6.0,6.100069,0.0
25944,0.0,0.0,0.0
25945,1.0,2.74003,0.0
25946,1.0,2.74003,0.0
25947,1.0,16.1102,0.0
25948,,,
25949,1.0,6.37006,0.0
25950,1.0,10.9601,0.0
25951,,,
25952,2.0,3.32004,0.0
25953,1.0,0.500005,0.0
25954,0.0,0.0,0.0
25955,1.0,0.760008,0.0
25956,1.0,2.74003,0.0
25957,8.0,10.420117999999999,0.0
25958,1.0,2.74003,0.0
25959,2.0,5.48006,0.0
25960,1.0,8.13008,0.0
25961,1.0,1.66002,0.0
25962,1.0,2.74003,0.0
25963,1.0,28.5803,0.0
25964,1.0,2.74003,0.0
25965,1.0,1.66002,0.0
25966,1.0,0.760008,0.0
25967,1.0,1.66002,0.0
25968,1.0,2.74003,0.0
25969,1.0,2.76003,0.0
25970,1.0,2.74003,0.0
25971,7.0,14.110155000000002,0.0
25972,2.0,2.4200280000000003,0.0
25973,,,
25974,4.0,7.000075999999999,0.0
25975,1.0,0.760008,0.0
25976,1.0,2.74003,0.0
25977,1.0,1.66002,0.0
25978,2.0,3.5000379999999995,0.0
25979,1.0,0.760008,0.0
25980,1.0,2.74003,0.0
25981,1.0,2.74003,0.0
25982,2.0,1.520016,0.0
25983,0.0,0.0,0.0
25984,1.0,0.340003,0.0
25985,0.0,0.0,0.0
25986,1.0,2.74003,0.0
25987,7.0,14.140156,0.0
25988,0.0,0.0,0.0
25989,,,
25990,1.0,2.73003,0.0
25991,0.0,0.0,0.0
25992,1.0,0.760008,0.0
25993,1.0,2.74003,0.0
25994,1.0,2.74003,0.0
25995,,,
25996,2.0,5.48006,0.0
25997,1.0,2.74003,0.0
25998,1.0,2.74003,0.0
25999,1.0,0.380004,0.0
26000,4.0,9.88011,0.0
26001,1.0,2.74003,0.0
26002,1.0,1.66002,0.0
26003,1.0,0.760008,0.0
26004,,,
26005,4.0,9.88011,0.0
26006,5.0,12.62014,0.0
26007,1.0,1.66002,0.0
26008,1.0,0.760008,0.0
26009,1.0,0.760008,0.0
26010,0.0,0.0,0.0
26011,0.0,0.0,0.0
26012,,,
26013,,,
26014,1.0,1.66002,0.0
26015,2.0,3.140034,0.0
26016,,,
26017,1.0,1.66002,0.0
26018,,,
26019,1.0,2.74003,0.0
26020,0.0,0.0,0.0
26021,,,
26022,4.0,8.980097999999998,0.0
26023,1.0,2.74003,0.0
26024,3.0,4.0800480000000015,0.0
26025,5.0,4.700052,0.0
26026,1.0,2.74003,0.0
26027,2.0,5.48006,0.0
26028,,,
26029,1.0,0.760008,0.0
26030,2.0,2.4200280000000003,0.0
26031,1.0,16.1102,0.0
26032,1.0,2.74003,0.0
26033,1.0,2.74003,0.0
26034,3.0,6.240068,0.0
26035,3.0,8.220089999999999,0.0
26036,1.0,0.760008,0.0
26037,1.0,0.340003,0.0
26038,1.0,2.74003,0.0
26039,1.0,0.760008,0.0
26040,1.0,2.74003,0.0
26041,0.0,0.0,0.0
26042,2.0,5.48006,0.0
26043,1.0,5.9200599999999985,0.0
26044,2.0,5.48006,0.0
26045,,,
26046,1.0,2.74003,0.0
26047,1.0,2.74003,0.0
26048,1.0,0.760008,0.0
26049,8.0,22.540226999999998,0.0
26050,0.0,0.0,0.0
26051,3.0,7.14008,0.0
26052,1.0,0.760008,0.0
26053,0.0,0.0,0.0
26054,1.0,2.74003,0.0
26055,1.0,0.760008,0.0
26056,0.0,0.0,0.0
26057,1.0,2.74003,0.0
26058,0.0,0.0,0.0
26059,1.0,2.74003,0.0
26060,,,
26061,0.0,0.0,0.0
26062,,,
26063,2.0,3.5000379999999995,0.0
26064,,,
26065,,,
26066,1.0,0.760008,0.0
26067,2.0,4.40005,0.0
26068,1.0,8.13008,0.0
26069,2.0,5.48006,0.0
26070,,,
26071,1.0,1.66002,0.0
26072,1.0,2.74003,0.0
26073,1.0,0.760008,0.0
26074,1.0,2.74003,0.0
26075,2.0,1.520016,0.0
26076,3.0,8.220089999999999,0.0
26077,1.0,2.74003,0.0
26078,,,
26079,1.0,0.760008,0.0
26080,1.0,2.74003,0.0
26081,,,
26082,1.0,1.66002,0.0
26083,,,
26084,1.0,0.760008,0.0
26085,1.0,2.74003,0.0
26086,1.0,2.74003,0.0
26087,1.0,0.760008,0.0
26088,6.0,8.160096000000001,0.0
26089,1.0,2.74003,0.0
26090,,,
26091,1.0,1.66002,0.0
26092,6.0,6.54007,0.0
26093,1.0,0.390004,0.0
26094,1.0,1.66002,0.0
26095,4.0,41.16042,0.0
26096,,,
26097,1.0,2.74003,0.0
26098,1.0,2.74003,0.0
26099,2.0,3.32004,0.0
26100,1.0,27.6503,0.0
26101,1.0,1.66002,0.0
26102,0.0,0.0,0.0
26103,1.0,1.66002,0.0
26104,,,
26105,1.0,1.66002,0.0
26106,,,
26107,1.0,1.66002,0.0
26108,1.0,0.410004,0.0
26109,1.0,2.74003,0.0
26110,1.0,0.760008,0.0
26111,1.0,5.44005,0.0
26112,1.0,1.66002,0.0
26113,2.0,1.520016,0.0
26114,2.0,3.2000349999999997,0.0
26115,1.0,2.74003,0.0
26116,1.0,2.74003,0.0
26117,0.0,0.0,0.0
26118,1.0,2.74003,0.0
26119,,,
26120,0.0,0.0,0.0
26121,,,
26122,5.0,3.80004,0.0
26123,,,
26124,12.0,23.130262,0.0
26125,,,
26126,1.0,1.66002,0.0
26127,1.0,0.760008,0.0
26128,2.0,5.48006,0.0
26129,1.0,2.74003,0.0
26130,0.0,0.0,0.0
26131,,,
26132,1.0,18.3102,0.0
26133,2.0,114.76109,0.0
26134,1.0,0.380004,0.0
26135,3.0,5.160058,0.0
26136,0.0,0.0,0.0
26137,1.0,1.66002,0.0
26138,1.0,3.83004,0.0
26139,2.0,5.48006,0.0
26140,0.0,0.0,0.0
26141,1.0,2.74003,0.0
26142,1.0,4.64005,0.0
26143,,,
26144,6.0,16.440179999999998,0.0
26145,1.0,2.74003,0.0
26146,1.0,0.760008,0.0
26147,,,
26148,2.0,5.48006,0.0
26149,1.0,2.74003,0.0
26150,1.0,0.370004,0.0
26151,1.0,0.760008,0.0
26152,7.0,16.120178,0.0
26153,1.0,2.74003,0.0
26154,4.0,5.020054,0.0
26155,1.0,2.74003,0.0
26156,1.0,2.74003,0.0
26157,1.0,2.74003,0.0
26158,3.0,8.220089999999999,0.0
26159,,,
26160,15.0,27.440308,0.0
26161,0.0,0.0,0.0
26162,,,
26163,,,
26164,1.0,8.13008,0.0
26165,1.0,1.66002,0.0
26166,,,
26167,,,
26168,5.0,9.560108,0.0
26169,,,
26170,1.0,2.74003,0.0
26171,1.0,119.201,0.0
26172,9.0,4.7500480000000005,0.0
26173,,,
26174,,,
26175,1.0,2.74003,0.0
26176,3.0,5.160058,0.0
26177,2.0,1.520016,0.0
26178,1.0,0.760008,0.0
26179,4.0,54.23059,0.0
26180,5.0,11.720128,0.0
26181,1.0,2.74003,0.0
26182,2.0,3.22004,0.0
26183,9.0,18.18021,0.0
26184,1.0,0.760008,0.0
26185,,,
26186,0.0,0.0,0.0
26187,2.0,4.290039999999999,0.0
26188,0.0,0.0,0.0
26189,,,
26190,0.0,0.0,0.0
26191,1.0,2.74003,0.0
26192,1.0,2.74003,0.0
26193,,,
26194,1.0,2.74003,0.0
26195,0.0,0.0,0.0
26196,1.0,2.74003,0.0
26197,1.0,2.74003,0.0
26198,3.0,7.14008,0.0
26199,1.0,1.66002,0.0
26200,0.0,0.0,0.0
26201,,,
26202,1.0,2.74003,0.0
26203,1.0,16.6002,0.0
26204,0.0,0.0,0.0
26205,0.0,0.0,0.0
26206,3.0,5.160058,0.0
26207,12.0,279.90295,0.0
26208,1.0,0.760008,0.0
26209,1.0,2.74003,0.0
26210,1.0,0.760008,0.0
26211,1.0,2.74003,0.0
26212,,,
26213,1.0,0.760008,0.0
26214,,,
26215,,,
26216,,,
26217,1.0,4.79005,0.0
26218,1.0,2.13002,0.0
26219,1.0,2.74003,0.0
26220,1.0,0.760008,0.0
26221,,,
26222,4.0,6.8200780000000005,0.0
26223,1.0,5.36005,0.0
26224,1.0,2.74003,0.0
26225,1.0,2.74003,0.0
26226,1.0,2.74003,0.0
26227,6.0,10.500114,0.0
26228,1.0,1.66002,0.0
26229,5.0,5.600064,0.0
26230,,,
26231,3.0,5.160058,0.0
26232,,,
26233,,,
26234,0.0,0.0,0.0
26235,1.0,0.760008,0.0
26236,1.0,1.66002,0.0
26237,1.0,39.8804,0.0
26238,1.0,0.760008,0.0
26239,1.0,0.760008,0.0
26240,,,
26241,1.0,8.04008,0.0
26242,1.0,1.66002,0.0
26243,0.0,0.0,0.0
26244,4.0,7.000075999999999,0.0
26245,1.0,1.66002,0.0
26246,,,
26247,1.0,2.74003,0.0
26248,1.0,0.340003,0.0
26249,1.0,0.400004,0.0
26250,1.0,0.760008,0.0
26251,4.0,9.880109999999998,0.0
26252,1.0,2.74003,0.0
26253,6.0,9.420103999999998,0.0
26254,1.0,2.74003,0.0
26255,1.0,2.74003,0.0
26256,0.0,0.0,0.0
26257,0.0,0.0,0.0
26258,4.0,5.740068,0.0
26259,1.0,0.380004,0.0
26260,1.0,0.760008,0.0
26261,2.0,1.520016,0.0
26262,0.0,0.0,0.0
26263,1.0,2.74003,0.0
26264,1.0,1.66002,0.0
26265,,,
26266,1.0,2.74003,0.0
26267,1.0,0.760008,0.0
26268,1.0,1.66002,0.0
26269,1.0,2.74003,0.0
26270,1.0,1.66002,0.0
26271,3.0,3.680044000000001,0.0
26272,1.0,1.66002,0.0
26273,1.0,1.66002,0.0
26274,,,
26275,3.0,14.72015,0.0
26276,1.0,31.2403,0.0
26277,1.0,1.66002,0.0
26278,0.0,0.0,0.0
26279,1.0,0.760008,0.0
26280,1.0,2.74003,0.0
26281,2.0,3.5000379999999995,0.0
26282,,,
26283,1.0,1.66002,0.0
26284,3.0,6.0600700000000005,0.0
26285,1.0,0.760008,0.0
26286,1.0,1.66002,0.0
26287,2.0,4.40005,0.0
26288,2.0,5.48006,0.0
26289,2.0,2.4200280000000003,0.0
26290,,,
26291,1.0,28.5803,0.0
26292,,,
26293,1.0,1.66002,0.0
26294,0.0,0.0,0.0
26295,4.0,9.88011,0.0
26296,1.0,2.74003,0.0
26297,2.0,2.4200280000000003,0.0
26298,1.0,2.74003,0.0
26299,1.0,0.760008,0.0
26300,1.0,2.74003,0.0
26301,0.0,0.0,0.0
26302,1.0,2.74003,0.0
26303,1.0,3.18003,0.0
26304,4.0,3.9400440000000003,0.0
26305,4.0,5.020054,0.0
26306,1.0,1.66002,0.0
26307,1.0,2.74003,0.0
26308,3.0,5.160058,0.0
26309,7.0,11.870131,0.0
26310,1.0,2.74003,0.0
26311,7.0,10.180112,0.0
26312,1.0,0.760008,0.0
26313,3.0,3.720044000000001,0.0
26314,1.0,2.74003,0.0
26315,1.0,2.74003,0.0
26316,1.0,2.74003,0.0
26317,1.0,1.66002,0.0
26318,2.0,5.48006,0.0
26319,1.0,1.66002,0.0
26320,1.0,0.760008,0.0
26321,1.0,0.760008,0.0
26322,,,
26323,1.0,0.510005,0.0
26324,1.0,2.74003,0.0
26325,1.0,0.760008,0.0
26326,2.0,3.32004,0.0
26327,,,
26328,1.0,1.66002,0.0
26329,1.0,0.760008,0.0
26330,1.0,1.66002,0.0
26331,3.0,3.1800360000000003,0.0
26332,1.0,119.841,0.0
26333,2.0,5.48006,0.0
26334,1.0,2.74003,0.0
26335,,,
26336,1.0,1.66002,0.0
26337,1.0,2.74003,0.0
26338,1.0,0.760008,0.0
26339,1.0,2.74003,0.0
26340,,,
26341,0.0,0.0,0.0
26342,1.0,0.760008,0.0
26343,3.0,6.06007,0.0
26344,,,
26345,1.0,2.74003,0.0
26346,1.0,1.66002,0.0
26347,1.0,1.66002,0.0
26348,1.0,1.66002,0.0
26349,1.0,0.760008,0.0
26350,1.0,7.12007,0.0
26351,,,
26352,1.0,2.74003,0.0
26353,0.0,0.0,0.0
26354,1.0,1.66002,0.0
26355,1.0,0.760008,0.0
26356,12.0,20.82023,0.0
26357,1.0,2.74003,0.0
26358,6.0,16.440179999999998,0.0
26359,1.0,1.66002,0.0
26360,1.0,0.760008,0.0
26361,1.0,0.760008,0.0
26362,,,
26363,1.0,1.66002,0.0
26364,,,
26365,1.0,1.66002,0.0
26366,1.0,2.74003,0.0
26367,0.0,0.0,0.0
26368,1.0,2.74003,0.0
26369,2.0,5.21005,0.0
26370,2.0,5.48006,0.0
26371,1.0,51.3205,0.0
26372,1.0,2.74003,0.0
26373,8.0,9.520106,0.0
26374,1.0,2.74003,0.0
26375,1.0,7.400069999999999,0.0
26376,1.0,0.760008,0.0
26377,1.0,1.66002,0.0
26378,1.0,1.66002,0.0
26379,6.0,305.05253800000014,0.0
26380,1.0,0.760008,0.0
26381,2.0,4.40005,0.0
26382,1.0,0.340003,0.0
26383,1.0,2.74003,0.0
26384,5.0,7.580086,0.0
26385,1.0,2.74003,0.0
26386,,,
26387,1.0,5.84006,0.0
26388,1.0,2.74003,0.0
26389,,,
26390,0.0,0.0,0.0
26391,1.0,6.60007,0.0
26392,1.0,1.66002,0.0
26393,11.0,13.940157999999995,0.0
26394,6.0,6.3600720000000015,0.0
26395,3.0,5.160058,0.0
26396,0.0,0.0,0.0
26397,1.0,0.520005,0.0
26398,1.0,2.74003,0.0
26399,1.0,2.74003,0.0
26400,2.0,1.230013,0.0
26401,3.0,8.220089999999999,0.0
26402,1.0,2.74003,0.0
26403,1.0,1.66002,0.0
26404,1.0,1.66002,0.0
26405,1.0,0.760008,0.0
26406,1.0,0.760008,0.0
26407,0.0,0.0,0.0
26408,1.0,1.66002,0.0
26409,2.0,9.7901,0.0
26410,1.0,2.74003,0.0
26411,1.0,2.74003,0.0
26412,5.0,13.70015,0.0
26413,6.0,8.180088,0.0
26414,1.0,1.66002,0.0
26415,1.0,2.74003,0.0
26416,1.0,2.74003,0.0
26417,1.0,2.74003,0.0
26418,0.0,0.0,0.0
26419,3.0,12.41012,0.0
26420,1.0,0.760008,0.0
26421,1.0,0.760008,0.0
26422,1.0,2.74003,0.0
26423,1.0,28.5803,0.0
26424,1.0,0.760008,0.0
26425,1.0,4.58005,0.0
26426,1.0,1.66002,0.0
26427,0.0,0.0,0.0
26428,1.0,0.290003,0.0
26429,2.0,5.48006,0.0
26430,3.0,4.260046,0.0
26431,3.0,3.1800360000000003,0.0
26432,1.0,0.760008,0.0
26433,2.0,2.4200280000000003,0.0
26434,1.0,2.74003,0.0
26435,1.0,2.74003,0.0
26436,6.0,8.340094,0.0
26437,1.0,1.66002,0.0
26438,1.0,2.74003,0.0
26439,1.0,0.760008,0.0
26440,2.0,3.32004,0.0
26441,1.0,59.2406,0.0
26442,1.0,16.1202,0.0
26443,,,
26444,0.0,0.0,0.0
26445,2.0,11.96012,0.0
26446,0.0,0.0,0.0
26447,,,
26448,1.0,2.74003,0.0
26449,1.0,1.66002,0.0
26450,,,
26451,1.0,2.74003,0.0
26452,,,
26453,1.0,0.760008,0.0
26454,,,
26455,,,
26456,1.0,1.66002,0.0
26457,2.0,3.32004,0.0
26458,,,
26459,1.0,2.74003,0.0
26460,1.0,2.74003,0.0
26461,6.0,13.380148000000002,0.0
26462,0.0,0.0,0.0
26463,,,
26464,,,
26465,1.0,16.1102,0.0
26466,,,
26467,1.0,2.74003,0.0
26468,2.0,3.32004,0.0
26469,1.0,1.66002,0.0
26470,0.0,0.0,0.0
26471,3.0,3.700044,0.0
26472,1.0,1.66002,0.0
26473,2.0,4.40005,0.0
26474,0.0,0.0,0.0
26475,,,
26476,,,
26477,1.0,0.400004,0.0
26478,6.0,157.66132,0.0
26479,1.0,2.74003,0.0
26480,,,
26481,1.0,1.66002,0.0
26482,1.0,2.74003,0.0
26483,1.0,18.7802,0.0
26484,0.0,0.0,0.0
26485,1.0,2.74003,0.0
26486,1.0,2.74003,0.0
26487,0.0,0.0,0.0
26488,,,
26489,1.0,2.74003,0.0
26490,1.0,1.66002,0.0
26491,,,
26492,1.0,71.3607,0.0
26493,1.0,4.86005,0.0
26494,1.0,2.74003,0.0
26495,1.0,0.760008,0.0
26496,1.0,0.760008,0.0
26497,1.0,40.8004,0.0
26498,4.0,8.8001,0.0
26499,3.0,6.06007,0.0
26500,1.0,2.74003,0.0
26501,1.0,0.760008,0.0
26502,1.0,1.66002,0.0
26503,1.0,2.74003,0.0
26504,1.0,2.74003,0.0
26505,,,
26506,1.0,0.380004,0.0
26507,2.0,3.32004,0.0
26508,,,
26509,0.0,0.0,0.0
26510,1.0,0.760008,0.0
26511,1.0,0.760008,0.0
26512,1.0,0.760008,0.0
26513,1.0,1.66002,0.0
26514,1.0,1.66002,0.0
26515,0.0,0.0,0.0
26516,1.0,1.66002,0.0
26517,0.0,0.0,0.0
26518,,,
26519,2.0,2.4200280000000003,0.0
26520,1.0,2.74003,0.0
26521,1.0,1.66002,0.0
26522,0.0,0.0,0.0
26523,0.0,0.0,0.0
26524,1.0,2.74003,0.0
26525,1.0,2.74003,0.0
26526,1.0,1.66002,0.0
26527,1.0,0.760008,0.0
26528,,,
26529,,,
26530,1.0,1.66002,0.0
26531,2.0,3.5000379999999995,0.0
26532,1.0,8.13008,0.0
26533,1.0,2.74003,0.0
26534,1.0,0.760008,0.0
26535,2.0,2.4200280000000003,0.0
26536,1.0,2.74003,0.0
26537,1.0,2.74003,0.0
26538,10.0,15.160172,0.0
26539,,,
26540,1.0,1.66002,0.0
26541,1.0,0.760008,0.0
26542,1.0,2.74003,0.0
26543,0.0,0.0,0.0
26544,1.0,2.74003,0.0
26545,1.0,1.66002,0.0
26546,1.0,2.74003,0.0
26547,0.0,0.0,0.0
26548,1.0,6.48006,0.0
26549,0.0,0.0,0.0
26550,1.0,2.74003,0.0
26551,1.0,2.74003,0.0
26552,1.0,2.74003,0.0
26553,1.0,0.760008,0.0
26554,2.0,5.48006,0.0
26555,,,
26556,,,
26557,1.0,2.74003,0.0
26558,1.0,2.74003,0.0
26559,,,
26560,1.0,1.66002,0.0
26561,1.0,1.66002,0.0
26562,1.0,2.74003,0.0
26563,6.0,4.210044,0.0
26564,1.0,2.07002,0.0
26565,1.0,17.2002,0.0
26566,1.0,2.74003,0.0
26567,,,
26568,2.0,3.5000379999999995,0.0
26569,,,
26570,,,
26571,1.0,0.760008,0.0
26572,1.0,1.66002,0.0
26573,1.0,1.66002,0.0
26574,7.0,8.920103999999998,0.0
26575,1.0,28.5803,0.0
26576,,,
26577,1.0,0.760008,0.0
26578,4.0,8.8001,0.0
26579,5.0,15.050153,0.0
26580,1.0,0.760008,0.0
26581,1.0,2.74003,0.0
26582,,,
26583,,,
26584,1.0,27.6503,0.0
26585,,,
26586,1.0,0.760008,0.0
26587,1.0,0.760008,0.0
26588,1.0,2.74003,0.0
26589,,,
26590,3.0,3.1800360000000003,0.0
26591,1.0,2.74003,0.0
26592,0.0,0.0,0.0
26593,1.0,2.74003,0.0
26594,1.0,2.74003,0.0
26595,1.0,2.74003,0.0
26596,7.0,18.1002,0.0
26597,1.0,0.500005,0.0
26598,,,
26599,1.0,1.66002,0.0
26600,,,
26601,1.0,2.74003,0.0
26602,1.0,2.74003,0.0
26603,5.0,13.70015,0.0
26604,1.0,0.760008,0.0
26605,1.0,24.0402,0.0
26606,1.0,0.360004,0.0
26607,1.0,2.74003,0.0
26608,0.0,0.0,0.0
26609,4.0,6.64008,0.0
26610,1.0,15.1202,0.0
26611,1.0,2.74003,0.0
26612,1.0,2.74003,0.0
26613,1.0,2.74003,0.0
26614,,,
26615,1.0,2.74003,0.0
26616,2.0,1.520016,0.0
26617,1.0,1.66002,0.0
26618,,,
26619,1.0,2.74003,0.0
26620,1.0,1.66002,0.0
26621,1.0,0.760008,0.0
26622,3.0,6.0600700000000005,0.0
26623,,,
26624,1.0,0.760008,0.0
26625,1.0,1.66002,0.0
26626,2.0,1.520016,0.0
26627,1.0,2.74003,0.0
26628,1.0,0.760008,0.0
26629,1.0,2.74003,0.0
26630,1.0,1.66002,0.0
26631,1.0,0.760008,0.0
26632,1.0,2.74003,0.0
26633,1.0,1.66002,0.0
26634,1.0,1.66002,0.0
26635,8.0,10.760122,0.0
26636,1.0,0.760008,0.0
26637,1.0,2.74003,0.0
26638,1.0,0.760008,0.0
26639,3.0,7.14008,0.0
26640,1.0,1.66002,0.0
26641,,,
26642,,,
26643,0.0,0.0,0.0
26644,1.0,1.66002,0.0
26645,1.0,2.74003,0.0
26646,1.0,0.460005,0.0
26647,1.0,1.66002,0.0
26648,,,
26649,1.0,2.74003,0.0
26650,,,
26651,1.0,2.74003,0.0
26652,1.0,8.13008,0.0
26653,10.0,27.400300000000005,0.0
26654,1.0,0.760008,0.0
26655,15.0,28.140308,0.0
26656,,,
26657,,,
26658,,,
26659,1.0,35.1204,0.0
26660,1.0,0.760008,0.0
26661,,,
26662,1.0,0.760008,0.0
26663,,,
26664,1.0,2.74003,0.0
26665,2.0,3.32004,0.0
26666,,,
26667,1.0,2.74003,0.0
26668,3.0,7.14008,0.0
26669,1.0,6.44006,0.0
26670,1.0,2.74003,0.0
26671,7.0,12.70015,0.0
26672,,,
26673,1.0,0.760008,0.0
26674,1.0,1.66002,0.0
26675,1.0,0.760008,0.0
26676,,,
26677,1.0,0.760008,0.0
26678,0.0,0.0,0.0
26679,1.0,1.66002,0.0
26680,1.0,1.66002,0.0
26681,4.0,3.040032,0.0
26682,1.0,0.760008,0.0
26683,3.0,6.06007,0.0
26684,1.0,0.760008,0.0
26685,,,
